siteID,collectDate,taxonID,scientificName,fishTotalLength,fishWeight,fishLifeStage
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,103,16.1,juvenile
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,57,2.4,young of year
CRAM,2020-09-01,PERFLA,Perca flavescens,60,2.5,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,37,0.3,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,82,6.8,juvenile
CRAM,2020-09-01,PERFLA,Perca flavescens,131,18.4,adult
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,32,0.3,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,85,7.1,juvenile
CRAM,2020-09-01,PERFLA,Perca flavescens,84,4.5,juvenile
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,27,0.3,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,30,0.3,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,36,0.3,young of year
CRAM,2020-09-01,PERFLA,Perca flavescens,64,1.9,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,37,0.6,young of year
CRAM,2020-09-01,PERFLA,Perca flavescens,52,1.2,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,29,0.3,young of year
CRAM,2020-09-01,PERFLA,Perca flavescens,54,1.2,young of year
CRAM,2020-09-01,PERFLA,Perca flavescens,54,1.3,young of year
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,93,9.4,juvenile
CRAM,2020-09-01,LEPMAC,Lepomis macrochirus,97,11.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,110,16.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,96,12.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,95,11.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,111,16.2,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,254,204.9,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,101,11.4,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,109,13.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,92,9.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,139,36.3,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,105,19,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,112,16.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,10.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,102,13.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,91,9.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,134,37.1,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,87,7.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,92,9.3,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,76,6.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,96,11.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,95,12.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,15.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,109,14.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,96,9.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,112,18.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,97,11.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,88,8.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,111,16.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,109,16.5,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,86,9.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,200,24.6,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,143,24.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,118,22.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,114,19.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,98,11.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,100,12.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,96,10.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,88,7.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,12.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,102,15.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,197,20.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,132,31.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,98,11.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,104,15.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,87,8.1,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,191,86.9,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,187,107.6,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,111,18.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,70,4.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,131,34.4,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,105,14.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,106,14.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,153,49.1,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,91,9.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,90,8.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,190,22.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,92,10.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,114,19.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,13.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,32,0.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,116,12.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,130,29.4,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,109,9.7,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,129,15.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,112,11.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,109,11.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,119,12.8,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,115,13.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,91,10.7,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,111,21.9,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,67,2.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,120,12.1,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,79,6.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,122,25.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,101,15.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,111,18.4,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,96,6.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,117,12.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,112,17.8,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,81,4.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,105,15.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,107,9.9,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,92,12.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,134,33,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,40,0.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,111,12.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,18.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,13.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,161,62.6,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,114,12.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,189,52.3,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,196,64.2,gravid female
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,39,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,122,24,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,124,16.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,100,12.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,116,11.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,91,8.8,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,105,9.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,86,4.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,154,30.9,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,92,10.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,105,9.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,107,10.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,119,23.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,116,20.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,161,53.3,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,109,9.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,102,8.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,135,17.2,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,98,10.4,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,70,2.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,121,10.9,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,115,10.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,32,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,39,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,103,13.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,86,10.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,62,3.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,39,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,111,16.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,40,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,147,45.5,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,109,16.7,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,112,10.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,122,13.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,42,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,138,28.6,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,111,9.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,79,91.4,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,129,16.4,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,117,11.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,113,11,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,114,10.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,197,129.2,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,145,45.1,adult
CRAM,2021-05-01,PERFLA,Perca flavescens,59,1.5,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,63,1.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,66,1.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,35,0.3,young of year
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,36,0.5,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,69,2.5,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,66,1.1,juvenile
CRAM,2021-05-01,ETHEXI,Etheostoma exile,41,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,37,0.3,young of year
CRAM,2021-05-01,ETHEXI,Etheostoma exile,60,0.9,adult
CRAM,2021-05-01,ETHEXI,Etheostoma exile,59,0.8,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,92,9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,4.1,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,66,2.2,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,67,1.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,102,6.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,88,7.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,59,1.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,90,4.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,9.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,69,3.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,114,50.1,adult
CRAM,2021-05-01,PERFLA,Perca flavescens,67,2.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,69,2.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,89,4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,64,3.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,93,7.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,102,11.8,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,91,5.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,97,7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,91,7.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,64,2.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,80,6,juvenile
CRAM,2021-05-01,ETHEXI,Etheostoma exile,53,0.8,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,7.5,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,65,1.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,90,8.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,96,8.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,8.6,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,99,7.6,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,71,5.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,84,5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,95,9.2,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,105,11,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,75,4.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,78,6.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,68,1.6,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,77,2.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,117,7.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,106,10.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,12.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,122,25.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,39,0.3,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,76,3.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,106,15.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,15.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,131,31.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,36,0.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,123,15.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,103,8.4,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,113,8.7,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,100,6.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,133,21.7,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,98,11.8,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,97,6.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,115,19,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,120,31.4,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,119,20.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,95,11.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,116,29.7,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,103,7.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,108,16.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,101,13.1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,105,7.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,129,26,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,106,14.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,83,7.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,64,1.6,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,111,7.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,134,28.8,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,96,13,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,121,12.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,42,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,12.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,105,11.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,155,51.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,100,10.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,71,3.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,100,11.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,156,51.3,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,169,42.2,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,39,1.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,141,33.6,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,85,7.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,99,7.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,105,17.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,10.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,98,8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,110,15.9,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,98,10.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,38,0.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,103,12.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,139,31.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,131,18.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,120,14,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,41,1.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,112,10.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,110,20.6,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,114,10.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,116,11.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,110,22.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,124,15.1,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,116,11.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,93,4.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,102,17.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,106,9.3,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,109,8.8,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,156,69.8,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,80,5.7,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,152,43,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,166,43.4,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,115,15.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,155,30.5,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,72,5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,101,6.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,154,54.9,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,12.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,107,7.6,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,131,18.9,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,106,9.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,100,12.1,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,139,45.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,105,18.2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,130,28.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,139,32.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,126,14.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,112,9.7,juvenile
CRAM,2021-05-01,LEPGIB,Lepomis gibbosus,86,9.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,95,9.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,140,34.2,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,118,16.9,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,130,16.5,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,96,5.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,97,11.8,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,171,40.1,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,51,1,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,119,12.2,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,121,13,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,113,16.6,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,129,14.7,adult
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,111,11.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,60,2.5,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,97,7,juvenile
CRAM,2021-05-01,NOTCRY,Notemigonus crysoleucas,113,9.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,119,21.9,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,14.6,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,99,14.4,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,88,7.4,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,135,20.5,juvenile
CRAM,2021-05-01,UMBLIM,Umbra limi,55,1.9,adult
CRAM,2021-05-01,PERFLA,Perca flavescens,193,71.5,adult
CRAM,2021-05-01,UMBLIM,Umbra limi,43,0.7,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,59,2.5,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,147,32.8,gravid female
CRAM,2021-05-01,UMBLIM,Umbra limi,48,1.3,adult
CRAM,2021-05-01,ETHNIG1,Etheostoma nigrum,55,1.2,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,86,6.8,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,35,0.3,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,55,2,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,35,0.3,juvenile
CRAM,2021-05-01,UMBLIM,Umbra limi,76,5.3,adult
CRAM,2021-05-01,PERFLA,Perca flavescens,125,17.7,juvenile
CRAM,2021-05-01,MICSAL,Micropterus salmoides,81,3.4,juvenile
CRAM,2021-05-01,UMBLIM,Umbra limi,55,1.6,adult
CRAM,2021-05-01,PERFLA,Perca flavescens,81,4.5,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,145,46,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,83,7.1,juvenile
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,36,0.3,juvenile
CRAM,2021-05-01,UMBLIM,Umbra limi,38,0.6,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,107,11.8,juvenile
CRAM,2021-05-01,PERFLA,Perca flavescens,94,6.9,juvenile
CRAM,2021-05-01,UMBLIM,Umbra limi,46,0.8,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,94,10,juvenile
CRAM,2021-05-01,ETHEXI,Etheostoma exile,57,1.2,adult
CRAM,2021-05-01,MICSAL,Micropterus salmoides,431,1087.5,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,197,135.9,adult
CRAM,2021-05-01,LEPMAC,Lepomis macrochirus,196,139.2,adult
CRAM,2021-05-01,MICSAL,Micropterus salmoides,402,858.9,adult
CRAM,2021-05-01,MICSAL,Micropterus salmoides,324,388.5,adult
CRAM,2021-05-01,MICSAL,Micropterus salmoides,271,144.2,adult
