uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,reachID,eventID,waterTemp,dissolvedOxygen,specificConductance,samplerType,habitatType,subdominantHabitatType,initialFrequency,initialDutyCycle,initialVoltage,finalFrequency,finalDutyCycle,finalVoltage,efTime,settingsChanged,initialFrequency2,initialDutyCycle2,initialVoltage2,finalFrequency2,finalDutyCycle2,finalVoltage2,efTime2,settingsChanged2,netIntegrity,netSetTime,netEndTime,netDeploymentTime,netLength,netDepth,targetTaxaPresent,remarks,publicationDate,release
6b4db783-2607-4b70-b8c6-90a313070b2a,D09,PRLA,PRLA.AOS.riparian.point.01,2018-05-26T04:40:00Z,2018-05-26T04:49:00Z,3,PRLA.20180521.01,PRLA.20180525.01.3.e-fisher,20.8,7.2,1085,electrofisher,littoral,NA,50,25,250,50,25,250,159,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T170138Z,RELEASE-2024
d52c75ac-71c8-410d-8b90-e49d03248d56,D09,PRLA,PRLA.AOS.riparian.point.02,2018-05-26T05:21:00Z,2018-05-26T05:30:00Z,1,PRLA.20180521.02,PRLA.20180526.02.1.e-fisher,20.8,7,1086,electrofisher,littoral,NA,50,25,250,50,25,250,171,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T170138Z,RELEASE-2024
720708c2-b974-4e6d-ae0b-c9fe0183ef9c,D09,PRLA,PRLA.AOS.riparian.point.10,2018-09-24T22:54:00Z,2018-09-25T00:07:00Z,1,PRLA.20180924.10,PRLA.20180924.10.1.gill,10.4,10.8,1215,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-24T22:55:00Z,2018-09-25T00:04:00Z,1.15,NA,1.6,N,Calm at collection.,20231228T192917Z,RELEASE-2024
7056113b-80d7-41af-90b7-95db2472cf8f,D09,PRLA,PRLA.AOS.riparian.point.09,2018-09-24T23:04:00Z,2018-09-25T00:13:00Z,1,PRLA.20180924.09,PRLA.20180924.09.1.gill,10.9,10.9,1207,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-24T23:06:00Z,2018-09-25T00:10:00Z,1.07,NA,2.5,N,Calm at collection. Overcast.,20231228T192917Z,RELEASE-2024
caa71374-a8e6-4206-91a8-b014d2a3a73a,D09,PRLA,PRLA.AOS.riparian.point.09,2018-09-24T23:40:00Z,2018-09-25T17:44:00Z,1,PRLA.20180924.09,PRLA.20180924.09.1.fyke,10.7,9.8,1217,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-24T23:44:00Z,2018-09-25T13:29:00Z,13.75,4.6,NA,Y,NA,20231228T192917Z,RELEASE-2024
27b74378-4773-46f1-9c7c-641f3f26983c,D09,PRLA,PRLA.AOS.riparian.point.10,2018-09-24T23:55:00Z,2018-09-25T15:35:00Z,1,PRLA.20180924.10,PRLA.20180924.10.1.fyke,10.5,11.4,1213,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2018-09-24T23:59:00Z,2018-09-25T13:51:00Z,13.87,7.2,NA,Y,About a fist size hole at end of last cab,20231228T192917Z,RELEASE-2024
8d1c586b-e74e-4ff0-9b45-5593d3977cfc,D09,PRLA,PRLA.AOS.riparian.point.01,2018-09-25T01:08:00Z,2018-09-25T01:20:00Z,1,PRLA.20180924.01,PRLA.20180924.01.1.e-fisher,10.6,8,1218,electrofisher,littoral,NA,50,30,250,50,30,250,125,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
0c3da22e-8771-4c15-868c-4f4d62b1f45b,D09,PRLA,PRLA.AOS.riparian.point.01,2018-09-25T02:02:00Z,2018-09-25T02:12:00Z,2,PRLA.20180924.01,PRLA.20180924.01.2.e-fisher,10.4,7.9,1220,electrofisher,littoral,NA,50,30,250,50,30,250,122,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
8e9c60c4-08fb-41ee-8814-219c72718833,D09,PRLA,PRLA.AOS.riparian.point.01,2018-09-25T02:46:00Z,2018-09-25T02:55:00Z,3,PRLA.20180924.01,PRLA.20180924.01.3.e-fisher,10.3,7.3,1213,electrofisher,littoral,NA,50,30,250,50,30,250,119,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
13fb2416-87e3-4864-b4aa-ad2dc08c2459,D09,PRLA,PRLA.AOS.riparian.point.02,2018-09-25T03:06:00Z,2018-09-25T03:16:00Z,1,PRLA.20180924.02,PRLA.20180924.02.1.e-fisher,10.3,7.8,1215,electrofisher,littoral,NA,50,30,250,50,30,250,109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
0900cf93-2b73-4c88-bd07-a51a759633f0,D09,PRLA,PRLA.AOS.riparian.point.01,2018-09-25T23:20:00Z,2018-09-26T00:24:00Z,1,PRLA.20180924.01,PRLA.20180925.01.1.gill,10.7,8.5,1211,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-25T23:21:00Z,2018-09-26T00:21:00Z,1,NA,2.7,N,NA,20231228T192917Z,RELEASE-2024
23a8115a-131b-4312-9cae-101bececf195,D09,PRLA,PRLA.AOS.riparian.point.02,2018-09-25T23:26:00Z,2018-09-26T00:31:00Z,1,PRLA.20180924.02,PRLA.20180925.02.1.gill,10.8,8.7,1218,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-25T23:27:00Z,2018-09-26T00:28:00Z,1.02,NA,2.1,N,NA,20231228T192917Z,RELEASE-2024
7b982c26-0771-47e0-85ee-c6d6feaac95e,D09,PRLA,PRLA.AOS.riparian.point.02,2018-09-25T23:31:00Z,2018-09-26T18:36:00Z,1,PRLA.20180924.02,PRLA.20180925.02.1.fyke,10.6,8.4,1215,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-25T23:36:00Z,2018-09-26T13:50:00Z,14.23,6,NA,Y,NA,20231228T192917Z,RELEASE-2024
448cae36-3f94-4b9d-a607-933ba1b004a9,D09,PRLA,PRLA.AOS.riparian.point.01,2018-09-25T23:45:00Z,2018-09-26T15:59:00Z,1,PRLA.20180924.01,PRLA.20180925.01.1.fyke,10.7,8.1,1215,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-25T23:57:00Z,2018-09-26T14:15:00Z,14.3,6.1,NA,Y,NA,20231228T192917Z,RELEASE-2024
352f1c9c-ce9d-4374-9d07-ee2d20c80600,D09,PRLA,PRLA.AOS.riparian.point.05,2018-09-26T01:33:00Z,2018-09-26T01:46:00Z,1,PRLA.20180925.05,PRLA.20180925.05.1.e-fisher,10.9,8.5,1199,electrofisher,littoral,NA,50,30,250,50,25,250,109,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,Very difficult and dangerous to e-fish. Remaining passes cancelled due to difficultly and safety concerns. 1-2 PIMPRO lost in sampling struggle.,20231228T192917Z,RELEASE-2024
cab867ce-8629-4a76-bfd5-5ca5e13c1491,D09,PRLA,PRLA.AOS.riparian.point.07,2018-09-26T02:33:00Z,2018-09-26T02:43:00Z,1,PRLA.20180925.07,PRLA.20180925.07.1.e-fisher,10.1,8.9,1212,electrofisher,littoral,NA,50,30,250,50,30,250,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Rocky shoreline,20231228T192917Z,RELEASE-2024
05550f10-f07d-45c1-9c82-d3b266f0b2c4,D09,PRLA,PRLA.AOS.riparian.point.05,2018-09-26T23:22:00Z,2018-09-27T00:44:00Z,1,PRLA.20180925.05,PRLA.20180926.05.1.gill,10.6,10,1214,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-26T23:22:00Z,2018-09-27T00:40:00Z,1.3,NA,2.5,N,NA,20231228T192917Z,RELEASE-2024
6d5aca43-cff0-411f-97ca-eda12137182a,D09,PRLA,PRLA.AOS.riparian.point.07,2018-09-26T23:27:00Z,2018-09-27T00:52:00Z,1,PRLA.20180925.07,PRLA.20180926.07.1.gill,10.5,9.7,1220,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-26T23:28:00Z,2018-09-27T00:48:00Z,1.33,NA,2.4,N,NA,20231228T192917Z,RELEASE-2024
5843f241-57bd-4648-bdf9-47c36d1fa271,D09,PRLA,PRLA.AOS.riparian.point.07,2018-09-26T23:32:00Z,2018-09-27T17:29:00Z,1,PRLA.20180925.07,PRLA.20180926.07.1.fyke,11.4,11.7,1218,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2018-09-26T23:38:00Z,2018-09-27T13:35:00Z,13.95,5.8,NA,Y,Fyke net with fist size hole in last cab,20231228T192917Z,RELEASE-2024
1e998102-3f47-4011-ac89-4cf291a72ff2,D09,PRLA,PRLA.AOS.riparian.point.05,2018-09-26T23:52:00Z,2018-09-27T15:47:00Z,1,PRLA.20180925.05,PRLA.20180926.05.1.fyke,11,11.8,1216,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2018-09-26T23:56:00Z,2018-09-27T13:56:00Z,14,6.9,NA,Y,Fyke net located on South side of bay mouth on main part of lake; usually located inside the bay but water too shallow,20231228T192917Z,RELEASE-2024
0be05135-9643-4a0f-bac8-0fb784977014,D09,PRLA,PRLA.AOS.riparian.point.09,2018-09-27T01:03:00Z,2018-09-27T01:17:00Z,1,PRLA.20180924.09,PRLA.20180926.09.1.e-fisher,10.5,9.8,1217,electrofisher,littoral,NA,50,30,250,50,30,200,119,1,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
2b041704-75a4-467f-ac4e-311dcf21828f,D09,PRLA,PRLA.AOS.riparian.point.09,2018-09-27T01:53:00Z,2018-09-27T02:05:00Z,2,PRLA.20180924.09,PRLA.20180926.09.2.e-fisher,10.5,9.6,1219,electrofisher,littoral,NA,50,30,250,50,30,250,129,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
f58043ab-e446-494b-82d6-37e351f2f434,D09,PRLA,PRLA.AOS.riparian.point.09,2018-09-27T02:37:00Z,2018-09-27T02:49:00Z,3,PRLA.20180924.09,PRLA.20180926.09.3.e-fisher,10.4,9.7,1221,electrofisher,littoral,NA,50,30,250,50,30,250,127,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
6dcf34df-99ae-42ef-8d18-3eee88963714,D09,PRLA,PRLA.AOS.riparian.point.10,2018-09-27T02:54:00Z,2018-09-27T03:04:00Z,1,PRLA.20180924.10,PRLA.20180926.10.1.e-fisher,10.2,10.6,1212,electrofisher,littoral,NA,50,30,250,50,30,250,105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,20231228T192917Z,RELEASE-2024
74145d17-6e66-4e2e-b79b-b6eaefb30748,D09,PRLA,PRLA.AOS.riparian.point.08,2019-05-13T23:59:00Z,2019-05-14T14:00:00Z,4,PRLA.20190513.08,PRLA.20190513.08.4.fyke,12.5,12.1,986,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-14T00:12:00Z,2019-05-14T13:29:00Z,13.28,4.6,NA,Y,NA,20231227T181801Z,RELEASE-2024
f25db3aa-3d7f-4aa4-be5f-687fa9841365,D09,PRLA,PRLA.AOS.riparian.point.08,2019-05-14T00:21:00Z,2019-05-14T01:38:00Z,5,PRLA.20190513.08,PRLA.20190513.08.5.gill,12.1,10.8,988,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-14T00:30:00Z,2019-05-14T01:34:00Z,1.07,NA,2.7,N,NA,20231227T181801Z,RELEASE-2024
35deab09-1ae5-4968-92dd-cb79d790d536,D09,PRLA,PRLA.AOS.riparian.point.09,2019-05-14T00:34:00Z,2019-05-14T01:46:00Z,5,PRLA.20190513.09,PRLA.20190513.09.5.gill,13,11.9,985,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-14T00:40:00Z,2019-05-14T01:42:00Z,1.03,NA,2.7,N,Breezy,20231227T181801Z,RELEASE-2024
b3a6a462-39a7-49bc-9a12-82d2b5fc73b0,D09,PRLA,PRLA.AOS.riparian.point.09,2019-05-14T00:46:00Z,2019-05-14T14:30:00Z,4,PRLA.20190513.09,PRLA.20190513.09.4.fyke,13.3,10.7,987,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-14T00:54:00Z,2019-05-14T14:32:00Z,13.63,7,NA,Y,NA,20231227T181801Z,RELEASE-2024
f942d704-ab12-487e-85f6-07d7c2941d1e,D09,PRLA,PRLA.AOS.riparian.point.01,2019-05-14T03:54:00Z,2019-05-14T04:00:00Z,1,PRLA.20190513.01,PRLA.20190513.01.1.e-fisher,13.3,9.6,982,electrofisher,littoral,NA,50,10,250,50,10,250,110,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,Shallow gravel and sand with a few emergent sprouts,20231227T181801Z,RELEASE-2024
fd13328a-ae87-44cd-a8eb-b31ed801c0d2,D09,PRLA,PRLA.AOS.riparian.point.01,2019-05-14T04:30:00Z,2019-05-14T04:35:00Z,2,PRLA.20190513.01,PRLA.20190513.01.2.e-fisher,13.6,10.3,986,electrofisher,littoral,NA,50,10,250,50,10,250,104,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
2504c16e-f1ad-4fb9-93fd-c8bba46d92e0,D09,PRLA,PRLA.AOS.riparian.point.08,2019-05-14T05:01:00Z,2019-05-14T05:08:00Z,1,PRLA.20190513.08,PRLA.20190514.08.1.e-fisher,13.9,9.1,987,electrofisher,littoral,NA,50,10,250,50,10,250,142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
73c21316-4753-425a-9322-ca36bbb6fda6,D09,PRLA,PRLA.AOS.riparian.point.01,2019-05-14T05:05:00Z,2019-05-14T05:14:00Z,3,PRLA.20190513.01,PRLA.20190514.01.3.e-fisher,13.4,9.9,988,electrofisher,littoral,NA,50,10,250,50,10,250,120,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
cf1c6341-c856-42fa-b09a-24105d755b68,D09,PRLA,PRLA.AOS.riparian.point.01,2019-05-14T23:58:00Z,2019-05-15T01:08:00Z,5,PRLA.20190513.01,PRLA.20190514.01.5.gill,14,9.1,979,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-14T23:59:00Z,2019-05-15T01:04:00Z,1.08,NA,2.7,N,NA,20231227T181801Z,RELEASE-2024
1c3739e5-7c8d-4854-833f-8f2521d58091,D09,PRLA,PRLA.AOS.riparian.point.01,2019-05-15T00:05:00Z,2019-05-15T13:56:00Z,4,PRLA.20190513.01,PRLA.20190514.01.4.fyke,14.8,10.3,988,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-15T00:09:00Z,2019-05-15T13:19:00Z,13.17,4.3,NA,Y,One dead PIMPRPO found later in fyke net either from riparian point 1 or 6,20231227T181801Z,RELEASE-2024
e071c8cf-944f-411e-8f9a-97f249e71456,D09,PRLA,PRLA.AOS.riparian.point.06,2019-05-15T00:20:00Z,2019-05-15T01:28:00Z,5,PRLA.20190514.06,PRLA.20190514.06.5.gill,14,9.7,987,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-15T00:22:00Z,2019-05-15T01:23:00Z,1.02,NA,2.7,N,NA,20231227T181801Z,RELEASE-2024
64a900e6-37c4-4c28-b065-3432a223c5cb,D09,PRLA,PRLA.AOS.riparian.point.06,2019-05-15T00:25:00Z,2019-05-15T14:43:00Z,4,PRLA.20190514.06,PRLA.20190514.06.4.fyke,14.2,9.9,986,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-15T00:32:00Z,2019-05-15T14:25:00Z,13.88,7.2,NA,Y,One dead PIMRPO found later in fyke net either from riparian point 1 or 6,20231227T181801Z,RELEASE-2024
1ff43483-5c76-402b-aeaa-abb087b39155,D09,PRLA,PRLA.AOS.riparian.point.05,2019-05-15T02:53:00Z,2019-05-15T03:05:00Z,1,PRLA.20190514.05,PRLA.20190514.05.1.e-fisher,16.2,7.6,986,electrofisher,littoral,NA,50,10,250,50,20,200,191,1,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,Seconds may not have been reset after adjusting electrofisher settings,20231227T181801Z,RELEASE-2024
08593912-e492-4cfb-adb2-060b4086c9a1,D09,PRLA,PRLA.AOS.riparian.point.04,2019-05-15T03:15:00Z,2019-05-15T03:22:00Z,1,PRLA.20190514.04,PRLA.20190514.04.1.e-fisher,17.1,10.2,948,electrofisher,littoral,NA,50,20,200,50,20,200,117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
8d6f9fc7-9a5f-4de2-b631-9009d4fc7f2a,D09,PRLA,PRLA.AOS.riparian.point.05,2019-05-15T03:36:00Z,2019-05-15T03:48:00Z,2,PRLA.20190514.05,PRLA.20190514.05.2.e-fisher,15.8,8.1,988,electrofisher,littoral,NA,50,5,200,50,5,200,133,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
274a17dc-8cb5-48fc-8c4e-52b5c9426d58,D09,PRLA,PRLA.AOS.riparian.point.06,2019-05-15T04:03:00Z,2019-05-15T04:13:00Z,1,PRLA.20190514.06,PRLA.20190514.06.1.e-fisher,13.6,8.9,986,electrofisher,littoral,NA,50,10,250,50,10,250,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
2e1ddaee-e7dd-4ac5-b9ff-4454c106bb2e,D09,PRLA,PRLA.AOS.riparian.point.05,2019-05-15T04:25:00Z,2019-05-15T04:35:00Z,3,PRLA.20190514.05,PRLA.20190514.05.3.e-fisher,15,7.7,992,electrofisher,littoral,NA,50,5,200,50,5,200,131,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
3238352e-ad44-4046-9fdd-3f131a510740,D09,PRLA,PRLA.AOS.riparian.point.05,2019-05-16T02:00:00Z,2019-05-16T15:48:00Z,4,PRLA.20190514.05,PRLA.20190515.05.4.fyke,15.6,8.1,966,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-16T02:04:00Z,2019-05-16T15:10:00Z,13.1,7.4,NA,Y,Set on west side of reach just outside of mouth of bay,20231227T181801Z,RELEASE-2024
8411181f-5989-4656-9066-abfb5dc06190,D09,PRLA,PRLA.AOS.riparian.point.04,2019-05-16T02:15:00Z,2019-05-16T14:36:00Z,4,PRLA.20190514.04,PRLA.20190515.04.4.fyke,17.1,7.7,970,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-16T02:13:00Z,2019-05-16T13:43:00Z,11.5,7.6,NA,Y,Invertebrate vouchers collected; 2 Dytiscidae; 1 Trichoptera,20231227T181801Z,RELEASE-2024
f6e4a5f4-106a-4a26-ac8e-22e538665c6a,D09,PRLA,PRLA.AOS.riparian.point.09,2019-05-16T02:44:00Z,2019-05-16T03:02:00Z,1,PRLA.20190513.09,PRLA.20190515.09.1.e-fisher,14.9,7.3,987,electrofisher,littoral,NA,50,5,250,50,5,250,115,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,Steep slope and rocky,20231227T181801Z,RELEASE-2024
40ab4823-a1b4-4493-828f-786e87feb0c6,D09,PRLA,PRLA.AOS.riparian.point.09,2019-05-16T03:33:00Z,2019-05-16T03:42:00Z,2,PRLA.20190513.09,PRLA.20190515.09.2.e-fisher,14.9,7.4,987,electrofisher,littoral,NA,50,5,250,50,5,250,120,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
dacfc777-cdc2-4d4e-89c1-786b908d4727,D09,PRLA,PRLA.AOS.riparian.point.09,2019-05-16T04:20:00Z,2019-05-16T04:25:00Z,3,PRLA.20190513.09,PRLA.20190515.09.3.e-fisher,14.8,7.5,988,electrofisher,littoral,NA,50,5,250,50,5,250,131,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181801Z,RELEASE-2024
4ed3a8d3-c9b8-4425-a047-910b2e147674,D09,PRLA,PRLA.AOS.riparian.point.04,2019-05-16T14:51:00Z,2019-05-16T16:09:00Z,5,PRLA.20190514.04,PRLA.20190516.04.5.gill,13.9,6.7,988,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-16T14:51:00Z,2019-05-16T16:05:00Z,1.23,NA,2.7,N,NA,20231227T181801Z,RELEASE-2024
0f5ffb21-6470-47e2-834e-904a3c4e26e3,D09,PRLA,PRLA.AOS.riparian.point.05,2019-05-16T14:59:00Z,2019-05-16T16:16:00Z,5,PRLA.20190514.05,PRLA.20190516.05.5.gill,13.9,6.7,990,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-05-16T14:59:00Z,2019-05-16T16:11:00Z,1.2,NA,2.7,N,NA,20231227T181801Z,RELEASE-2024
ea15d706-f16b-4bf3-b038-9aabc7b1cac4,D09,PRLA,PRLA.AOS.riparian.point.01,2019-09-23T14:24:00Z,2019-09-24T02:32:00Z,2,PRLA.20190923.01,PRLA.20190923.01.2.e-fisher,18.3,8.4,1045,electrofisher,littoral,NA,50,30,150,50,30,150,118,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181535Z,RELEASE-2024
b38c8ff0-f1c2-4c86-9776-7fc5543e412f,D09,PRLA,PRLA.AOS.riparian.point.08,2019-09-23T22:22:00Z,2019-09-23T23:59:00Z,5,PRLA.20190923.08,PRLA.20190923.08.5.gill,18.7,8.2,1047,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-09-23T22:28:00Z,2019-09-23T23:53:00Z,1.42,NA,2.9,N,NA,20231227T181535Z,RELEASE-2024
b4d6f971-7ba5-4426-a759-690c0eab4dd4,D09,PRLA,PRLA.AOS.riparian.point.09,2019-09-23T22:33:00Z,2019-09-23T23:00:00Z,5,PRLA.20190923.09,PRLA.20190923.09.5.gill,18.7,7.9,1047,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-09-23T22:35:00Z,2019-09-23T23:57:00Z,1.37,NA,2.9,N,NA,20231227T181535Z,RELEASE-2024
63de2529-7906-499c-b192-38b70cefc167,D09,PRLA,PRLA.AOS.riparian.point.09,2019-09-23T23:34:00Z,2019-09-24T17:27:00Z,4,PRLA.20190923.09,PRLA.20190923.09.4.fyke,18.7,8.7,1044,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-09-23T23:35:00Z,2019-09-24T13:32:00Z,13.95,3.4,NA,Y,Deep water Rocky shore,20231227T181535Z,RELEASE-2024
72e9c162-2b07-4948-8663-5b39563b9f49,D09,PRLA,PRLA.AOS.riparian.point.08,2019-09-23T23:45:00Z,2019-09-24T15:24:00Z,4,PRLA.20190923.08,PRLA.20190923.08.4.fyke,18.7,8.3,1044,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-09-23T23:47:00Z,2019-09-24T14:13:00Z,14.43,7.4,NA,Y,First 3m in dense riparian vegetation,20231227T181535Z,RELEASE-2024
f98497d3-d0b4-4c93-a549-9e6c07f01f6c,D09,PRLA,PRLA.AOS.riparian.point.01,2019-09-24T01:42:00Z,2019-09-24T01:55:00Z,1,PRLA.20190923.01,PRLA.20190923.01.1.e-fisher,18.3,8.4,1045,electrofisher,littoral,NA,50,30,150,50,30,150,105,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T181535Z,RELEASE-2024
3b15aae9-950c-4468-99f3-0866859847f6,D09,PRLA,PRLA.AOS.riparian.point.01,2019-09-24T03:04:00Z,2019-09-24T03:13:00Z,3,PRLA.20190923.01,PRLA.20190923.01.3.e-fisher,18.3,8.4,1045,electrofisher,littoral,NA,50,30,150,50,30,150,123,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T181535Z,RELEASE-2024
d222824b-2399-4760-9130-aa5fbe061365,D09,PRLA,PRLA.AOS.riparian.point.01,2019-09-24T23:30:00Z,2019-09-25T00:42:00Z,5,PRLA.20190923.01,PRLA.20190924.01.5.gill,18,7.1,1044,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-09-24T23:34:00Z,2019-09-25T00:34:00Z,1,NA,3.1,N,NA,20231227T181535Z,RELEASE-2024
